,,,,,
Type,ROM,RAM,Battery,RTC,Title
MBC5,2048,8,Yes,-,choro_q_-_hyper_customable_gb_(j)_[c][!]
MBC5,4096,128,Yes,-,chou_gals!_kotobuki_ran_(j)_[c][!]
MBC1,128,-,-,-,chuck_rock_(u)_[!]
MBC1,256,-,-,-,chuugaku_eijukugo_350_(j)
MBC1,256,-,-,-,chuugaku_eitango_1700_(j)
MBC1,128,-,-,-,cliffhanger_(ue)_[!]
MBC3,2048,32,Yes,RTC,cokemon_gold!_v0.3_(pokemon_gold_hack)_[c]
MBC3,1024,32,Yes,-,cokemon_v0.8_(pokemon_blue_hack)
MBC3,1024,32,Yes,-,cokemon_v1.3_(pokemon_blue_hack)
MBC5,2048,8,Yes,-,colin_mcrae_rally_(e)_[c][!]
MBC1,256,-,-,-,collection_pocket_(j)_[s]
MBC1,512,-,-,-,college_slam_(u)_[!]
MBC5,512,8,Yes,-,columns_gb_-_tezuka_osamu_characters_(j)_[c][!]
MBC7,2048,-,Yes,-,command_master_(j)_[c][!]
MBC5,1024,-,-,-,commander_keen_(u)_[c][!]
MBC5,2048,8,Yes,-,conker's_pocket_tales_(u)_(m3)_[c][!]
MBC1,128,-,-,-,contra_(j)
MBC1,128,-,-,-,contra_-_the_alien_wars_(u)_[s][!]
MBC1,128,-,-,-,contra_spirits_(j)_[s][!]
ROM,32,-,-,-,cool_ball_(e)_[!]
MBC5,1024,-,-,-,cool_bricks_(e)_(m5)_[c][!]
MBC5,512,-,-,-,cool_hand_(e)_(m3)_[c][!]
MBC1,128,-,-,-,cool_spot_(u)
MBC1,128,-,-,-,cool_world_(u)
MBC1,128,-,-,-,cosmo_tank_(j)
MBC1,128,-,-,-,cosmo_tank_(u)
MBC1,128,-,-,-,crayon_shin-chan_(j)
MBC1,128,-,-,-,crayon_shin-chan_2_(j)
MBC1,128,-,-,-,crayon_shin-chan_3_-_ora_no_gokigen_athletic_(j)
MBC1,128,-,-,-,crayon_shin-chan_4_(j)_[s]
MBC1,256,-,-,-,crayon_shin-chan_5_(j)_[s]
MBC5,1024,8,Yes,-,crazy_bikers_(e)_[c][!]
MBC1,64,-,-,-,crazy_burger_(sachen)_[!]
MBC5,1024,-,-,-,croc_(ue)_[c][!]
MBC5,1024,-,-,-,croc_2_(u)_[c]
MBC5,1024,-,-,-,cross_country_racing_(e)_(m3)_[c][!]
MBC5,4096,8,Yes,-,cross_hunter_-_monster_hunter_version_(j)_[c][!]
MBC5,4096,8,Yes,-,cross_hunter_-_treasure_hunter_version_(j)_[c][!]
MBC5,4096,8,Yes,-,cross_hunter_-_x_hunter_version_(j)_[c][!]
MBC5,2048,-,-,-,cruis'n_exotica_(u)_[c][!]
ROM,32,-,-,-,crystal_quest_(u)
MBC5,2048,8,Yes,-,crystalis_(u)_[c][!]
MBC5,1024,-,-,-,cubix_-_robots_for_everyone_-_race_'n_robots_(u)_(m5)_[c][!]
MBC1,256,-,-,-,cult_jump_(j)
MBC1,256,-,-,-,cult_master_-_ultraman_ni_miserarete_(j)
MBC1,256,-,-,-,cutthroat_island_(u)
MBC1,128,-,-,-,cyber_formula_gpx_(j)
MBC5,1024,-,-,-,cyber_tiger_(u)_[c][!]
MBC5,1024,8,Yes,-,cyborg_kuro-chan_-_devil_fukkatsu_(j)_[c][!]
MBC5,1024,8,Yes,-,cyborg_kuro-chan_2_-_white_woods_no_gyakushuu_(j)_[c][!]
MBC1,64,-,-,-,cyraid_(u)_[!]
MBC5,1024,8,Yes,-,daa!_daa!_daa!_-_totsuzen_card_de_battle_de_uranai_(j)_[c][!]
ROM,32,-,-,-,daedalean_opus_(u)
MBC5,1024,-,-,-,daffy_duck_-_fowl_play_(u)_[c][!]
MBC5,1024,-,-,-,daffy_duck_-_subette_koron_de_taikinmochi_(j)_[c][!]
MBC1,256,-,-,-,daffy_duck_-_the_marvin_missions_(j)_[s]
MBC1,128,-,-,-,daffy_duck_-_the_marvin_missions_(ue)_[!]
MBC1,256,-,-,-,daffy_duck_-_the_marvin_missions_(ue)_[s][!]
MBC1,512,8,Yes,-,dai-2-ji_super_robot_taisen_g_(j)_[s]
MBC1,512,8,Yes,-,dai-2-ji_super_robot_taisen_g_(j)_[s][a1]
HUC1,1024,32,Yes,-,daikaijuu_monogatari_-_the_miracle_of_the_zone_ii_(j)_[c][!]
MBC5,1024,8,Yes,-,daikatana_(e)_(m3)_(eng-fre-ita)_[c][!]
MBC5,1024,8,Yes,-,daikatana_(e)_(m3)_(fre-ger-spa)_[c][!]
MBC5,1024,8,Yes,-,daikatana_(j)_[c][!]
MBC5,1024,8,Yes,-,daiku_no_gensan_-_kachikachi_no_tonkachi_ga_kachi_(j)_[c][!]
MBC2,128,-,Yes,-,daisenryaku_(j)
ROM,32,-,-,-,dan_laser_(sachen)_[!]
MBC5,2048,-,-,-,dance_dance_revolution_gb_(j)_[c][!]
MBC5,2048,8,Yes,-,dance_dance_revolution_gb_-_disney_mix_(j)_[c][!]
MBC5,2048,-,-,-,dance_dance_revolution_gb2_(j)_[c][!]
MBC5,2048,-,-,-,dance_dance_revolution_gb3_(j)_[c][!]
MBC5,1024,8,Yes,-,dancing_furby_(j)_[c][!]
MBC1,128,-,-,-,darkman_(u)
MBC1,128,-,-,-,darkwing_duck_(u)_[!]
MBC1,64,-,-,-,daruman_busters_(j)
MBC5,1024,-,-,-,das_geheimnis_der_happy_hippo-insel_(g)_[c][!]
MBC5,1024,32,Yes,-,data-navi_pro_yakyuu_(j)_[c][!]
MBC5,1024,-,-,-,dave_mirra_freestyle_bmx_(u)_[c][!]
MBC5,1024,8,Yes,-,david_beckham_soccer_(e)_(m5)_[c][!]
MBC1,128,-,-,-,days_of_thunder_(u)_[!]
MBC1,64,-,-,-,dead_heat_scramble_(j)
MBC1,64,-,-,-,dead_heat_scramble_(u)
MBC5,1024,-,-,-,deadly_skies_(e)_(m3)_[c][!]
MBC5,1024,8,Yes,-,dear_daniel_no_sweet_adventure_-_kitty-chan_wo_sagashite_(j)_[c][!]
MBC1,64,-,-,-,deep_-_final_mission_(sachen)_[!]
MBC5,1024,-,-,-,deer_hunter_(u)_[c][!]
MBC1,128,-,-,-,defender-joust_(u)_[s][!]
MBC5,1024,8,Yes,-,deja_vu_i_&_ii_(e)_(m2)_(eng-fre)_[c][!]
MBC5,1024,8,Yes,-,deja_vu_i_&_ii_(e)_(m2)_(ger-fre)_[c][!]
MBC5,1024,8,Yes,-,deja_vu_i_&_ii_(j)_[c][!]
MBC5,1024,8,Yes,-,deja_vu_i_&_ii_(u)_[c][!]
MBC5,2048,8,Yes,-,dejiko_no_mahjong_party_(j)_[c][!]
MBC5,1024,8,Yes,-,denki_blocks!_(e)_(m5)_[c][!]
MBC1,128,-,-,-,dennis_(e)_[!]
MBC1,128,-,-,-,dennis_the_menace_(u)_[!]
MBC5,4096,8,Yes,-,densha_de_go!_(j)_[c][!]
MBC5,8192,32,Yes,-,densha_de_go!_2_(j)_[c][!]
MBC1,256,-,-,-,desert_strike_-_return_to_the_gulf_(e)_(ocean)_[s]
MBC1,256,-,-,-,desert_strike_-_return_to_the_gulf_(u)_(malibu)_[s][!]
MBC1,64,-,-,-,dexterity_(u)_[!]
MBC5,1024,-,-,-,dexter's_laboratory_-_robot_rampage_(u)_[c][!]
MBC1,128,-,-,-,dick_tracy_(u)
MBC1,128,-,-,-,dig_dug_(u)_[!]
MBC5,2048,-,-,-,digital_monsters_3_(unl)_[c][!]
MBC2,256,-,Yes,-,dino_breeder_(j)_(v1.0)_[s]
MBC2,256,-,Yes,-,dino_breeder_(j)_(v1.1)_[s]
MBC1,512,8,Yes,-,dino_breeder_2_(j)_[s]
MBC5,2048,8,Yes,-,dino_breeder_3_-_gaia_fukkatsu_(j)_[c][!]
MBC5,2048,8,Yes,-,dino_breeder_4_(j)_[c][!]
ROM,32,-,-,-,dino's_quest_(unl)_(beta)_[c]
ROM,32,-,-,-,dino's_quest_(unl)_(beta)_[c][f1]
MBC5,2048,8,Yes,-,dinosaur_(e)_(m5)_[c][!]
MBC5,2048,8,Yes,-,dinosaur_(u)_[c][!]
MBC5,2048,8,Yes,-,dinosaur_(u)_[c][a1][!]
MBC5,1024,8,Yes,-,dinosaur'us_(u)_(m6)_[c][!]
MBC1,128,-,-,-,dirty_racing_(j)_[!]
MBC1,512,-,-,-,disney's_mulan_(u)_[s]
MBC5,2048,-,-,-,disney's_tarzan_(g)_[c][!]
MBC5,2048,-,-,-,disney's_tarzan_(j)_[c][!]
MBC5,2048,-,-,-,disney's_tarzan_(u)_[c][!]
MBC5,1024,-,-,-,diva_starz_-_mall_mania_(u)_[c][!]
MBC1,256,-,-,-,dmg_gariba_boui_(j)_[s]
MBC1,128,-,-,-,dodge_ball_(j)
MBC1,128,-,-,-,dodge_boy_(j)
MBC1,256,-,-,-,dodge_danpei_(j)
MBC5,1024,8,Yes,-,dogz_-_your_virtual_petz_palz_(e)_[c][!]
MBC5,1024,8,Yes,-,dogz_-_your_virtual_petz_palz_(u)_[c][!]
MBC5,2048,32,Yes,-,dokapon!_-_millenium_quest_(j)_[c][!]
MBC5,4096,8,Yes,-,dokidoki_densetsu_-_mahoujin_guruguru_(j)_[c][!]
MBC5,4096,-,-,-,donald_duck_-_daisy_wo_tsukue!_(j)_[c][!]
MBC5,4096,-,-,-,donald_duck_-_goin'_quackers_(e)_(m5)_[c][!]
MBC5,4096,-,-,-,donald_duck_-_quack_attack_(u)_(m5)_[c][!]
MBC1,256,-,-,-,donald_duck_in_maui_mallard_(u)_[!]
MBC1,512,8,Yes,-,donkey_kong_(ju)_(v1.0)_[s][!]
MBC1,512,8,Yes,-,donkey_kong_(ju)_(v1.1)_[s][!]
MBC5,4096,8,Yes,-,donkey_kong_2001_(j)_[c][!]
MBC5,4096,8,Yes,-,donkey_kong_country_(ue)_(m5)_[c][!]
MBC5,4096,8,Yes,-,donkey_kong_country_demo_(ue)_(m5)_[c][!]
MBC5,1024,8,Yes,-,donkey_kong_gb_-_dinky_kong_&_dixie_kong_(j)_[c][!]
MBC5,1024,8,Yes,-,donkey_kong_gb_-_dinky_kong_&_dixie_kong_(j)_[c][f1]
MBC1,512,8,Yes,-,donkey_kong_land_(j)
MBC1,512,8,Yes,-,donkey_kong_land_(u)_[s][!]
MBC1,512,8,Yes,-,donkey_kong_land_2_(ue)_[s][!]
MBC1,512,8,Yes,-,donkey_kong_land_iii_(u)_[s][!]
MBC1,128,-,-,-,doraemon_(j)
MBC5,1024,8,Yes,-,doraemon_-_aruke_aruke_labyrinth_(j)_[c][!]
MBC5,1024,8,Yes,-,doraemon_-_kimi_to_pet_no_monogatari_(j)_[c][!]
MBC1,128,-,-,-,doraemon_2_(j)
MBC2,256,-,Yes,-,doraemon_dx_10_(j)_[s]
MBC2,256,-,Yes,-,doraemon_kart_(j)_[s]
MBC5,1024,8,Yes,-,doraemon_kart_2_(j)_[c][!]
MBC5,1024,8,Yes,-,doraemon_memories_-_nobita_no_omoide_daibouken_(j)_[c][!]
MBC5,1024,8,Yes,-,doraemon_no_quiz_boy_(j)_[c][!]
MBC5,1024,8,Yes,-,doraemon_no_study_boy_-_gakushuu_kanji_game_(j)_[c][!]
MBC5,1024,8,Yes,-,doraemon_no_study_boy_-_kuku_game_(j)_[c][!]
MBC1,128,-,-,-,double_dragon_(j)
MBC1,128,-,-,-,double_dragon_(u)_[!]
MBC1,128,-,-,-,double_dragon_2_(u)
MBC1,128,-,-,-,double_dragon_3_(u)_[!]
MBC1,128,-,-,-,double_dribble_-_5_on_5_(u)_[!]
MBC1,128,-,-,-,double_yakuman_(j)
MBC1,128,-,-,-,double_yakuman_2_(j)
MBC1,128,-,-,-,double_yakuman_jr_(j)
MBC5,1024,-,-,-,doug_-_le_grande_aventure_(f)_[c][!]
MBC5,1024,-,-,-,doug's_big_game_(u)_[c][!]
MBC1,256,-,-,-,dr._franken_(e)_(m7)
MBC1,128,-,-,-,dr._franken_(j)
MBC1,128,-,-,-,dr._franken_(u)_[!]
MBC1,256,-,-,-,dr._franken_ii_(ue)_(m7)_[!]
ROM,32,-,-,-,dr._hatio_v1.0_(dr._mario_hack)
ROM,32,-,-,-,dr._mario_(ju)_(v1.0)_[!]
ROM,32,-,-,-,dr._mario_(ju)_(v1.1)
MBC5,2048,8,Yes,-,dr._rin_ni_kiitemite!_-_koi_no_rin_fuusui_(j)_[c]
MBC5,1024,-,-,-,dracula_-_crazy_vampire_(e)_(m5)_[c][!]
MBC5,1024,-,-,-,dracula_-_crazy_vampire_(u)_[c][!]
MBC1,64,-,-,-,dracula_densetsu_(j)_[!]
MBC1,128,-,-,-,dracula_densetsu_ii_(j)
MBC5,2048,8,Yes,-,dragon_ball_z_-_densetsu_no_chou_senshitachi_(j)_[c]
MBC1,512,8,Yes,-,dragon_ball_z_-_gokuu_gekitouden_(j)_[s]
MBC2,256,-,Yes,-,dragon_ball_z_-_gokuu_hishouden_(j)_[s]
MBC5,2048,8,Yes,-,dragon_ball_z_-_guerreros_de_leyenda_(s)_[c][!]
MBC5,2048,8,Yes,-,dragon_ball_z_-_legendary_super_warriors_(e)_[c]
MBC5,256,-,-,-,dragon_dance_(u)_[c][!]
MBC1,512,-,-,-,dragon_heart_(f)
MBC1,512,-,-,-,dragon_heart_(u)_[!]
MBC5,2048,8,Yes,-,dragon_quest_i_&_ii_(j)_[c][!]
MBC5,2048,8,Yes,-,dragon_quest_i_&_ii_(j)_[c][f1]
MBC5,4096,32,Yes,-,dragon_quest_iii_-_soshite_densetsu_he..._(j)_[c][!]
MBC5,2048,8,Yes,-,dragon_quest_monsters_(g)_[c][!]
MBC1,2048,8,Yes,-,dragon_quest_monsters_-_terry_no_wonderland_(j)_(v1.0)_[c][!]
MBC1,2048,8,Yes,-,dragon_quest_monsters_-_terry_no_wonderland_(j)_(v1.1)_[c][!]
MBC5,4096,32,Yes,-,dragon_quest_monsters_2_-_maruta_no_fushigi_na_kagi_-_iru_no_bouken_(j)_[c][!]
MBC5,4096,32,Yes,-,dragon_quest_monsters_2_-_maruta_no_fushigi_na_kagi_-_ruka_no_tabadachi_(j)_[c][!]
MBC2,128,-,Yes,-,dragon_slayer_gaiden_(j)_[!]
ROM,32,-,-,-,dragon_slayer_i_(j)
MBC1,128,-,-,-,dragon_tail_(j)
MBC5,1024,8,Yes,-,dragon_tales_-_dragon_wings_(e)_[c][!]
MBC5,1024,8,Yes,-,dragon_tales_-_dragon_wings_(u)_[c][!]
MBC5,2048,8,Yes,-,dragon_warrior_i_&_ii_(u)_[c][!]
MBC5,4096,32,Yes,-,dragon_warrior_iii_(u)_[c][!]
MBC5,2048,8,Yes,-,dragon_warrior_monsters_(u)_[c][!]
MBC5,2048,8,Yes,-,dragon_warrior_monsters_(u)_[c][f1]
MBC5,4096,32,Yes,-,dragon_warrior_monsters_2_-_cobi's_journey_(u)_[c][!]
MBC5,4096,32,Yes,-,dragon_warrior_monsters_2_-_tara's_adventure_(u)_[c][!]
MBC1,128,-,-,-,dragon's_lair_(j)
MBC5,4096,-,-,-,dragon's_lair_(u)_(m6)_[c][!]
MBC1,128,-,-,-,dragon's_lair_-_the_legend_(e)_[!]
MBC1,128,-,-,-,dragon's_lair_-_the_legend_(u)_[!]
MBC5,1024,32,Yes,-,dragonslayer_chapter_-_surrounded_(unl)_[c]
MBC5,1024,-,-,-,driver_-_you_are_the_wheelman_(u)_(m5)_[c][!]
MBC5,256,-,-,-,dropzone_(u)_[c][!]
ROM,32,-,-,-,dropzone_(u)_[m]
MBC5,4096,8,Yes,-,dt_-_lords_of_genomes_(j)_[c][!]
MBC1,128,-,-,-,duck_adventures_(sachen_4-in-1_vol._1)_(unl)_[!]
MBC1,64,-,-,-,duck_tales_(e)_[!]
MBC1,64,-,-,-,duck_tales_(j)
MBC1,64,-,-,-,duck_tales_(u)_[!]
MBC1,128,-,-,-,duck_tales_2_(e)
MBC1,128,-,-,-,duck_tales_2_(j)
MBC1,128,-,-,-,duck_tales_2_(u)_[!]
MBC3,1024,32,Yes,-,"dude,_where's_my_char_v0.01_(pokemon_blue_hack)"
MBC5,1024,8,Yes,-,duke_nukem_(u)_(m5)_[c][!]
MBC5,2048,8,Yes,-,"dukes_of_hazzard,_the_-_racing_for_home_(u)_[c][!]"
MBC5,4096,32,Yes,-,dungeon_savior_(j)_[c][!]
MBC1,128,8,Yes,-,dungeonland_(j)
MBC1,64,8,Yes,-,dx_bakenou_(j)_[!]
MBC1,128,8,Yes,-,dx_bakenou_z_(j)_(v1.0)
MBC1,128,8,Yes,-,dx_bakenou_z_(j)_(v1.1)
MBC5,1024,8,Yes,-,dx_monopoly_gb_(j)_[c][!]
MBC1,128,-,-,-,dynablaster_(e)_[!]
MBC5,1024,8,Yes,-,dynamike_(beta)_[c]
MBC3,1024,8,Yes,RTC,e.t._the_extra_terrestrial_-_digital_companion_(u)_[c]
MBC5,1024,8,Yes,-,e.t._the_extra_terrestrial_-_escape_from_planet_earth_(u)_[c][!]
MBC1,256,-,-,-,earthworm_jim_(u)_[!]
MBC5,1024,-,-,-,earthworm_jim_-_menace_2_the_galaxy_(u)_[c][!]
MBC5,1024,-,-,-,ecw_hardcore_revolution_(u)_[c][!]
MBC1,256,-,-,-,eijukugo_target_1000_(j)
MBC1,256,-,-,-,eitango_center_1500_(j)
MBC1,256,-,-,-,eitango_target_1900_(j)
MBC1,64,-,-,-,elevator_action_(j)_[!]
MBC1,64,-,-,-,elevator_action_(u)_[!]
MBC5,1024,-,-,-,elevator_action_ex_(e)_(m5)_[c][!]
MBC5,1024,-,-,-,elevator_action_ex_(j)_[c][!]
MBC5,1024,-,-,-,elevator_action_ex_(j)_[c][f1]
MBC5,2048,32,Yes,-,elie_no_atelier_gb_(j)_[c][!]
MBC1,128,-,-,-,elite_soccer_(u)_[s]
MBC5,1024,-,-,-,elmo_in_grouchland_(e)_[c][!]
MBC5,256,-,-,-,elmo_in_grouchland_(u)_[c][!]
MBC5,256,-,-,-,elmo's_123s_(u)_[c][!]
MBC5,256,-,-,-,elmo's_abcs_(u)_[c][!]
MBC5,2048,8,Yes,-,"emperor's_new_groove,_the_(e)_(m5)_[c][!]"
MBC5,2048,8,Yes,-,"emperor's_new_groove,_the_(u)_[c][!]"
MBC5,1024,8,Yes,-,espn_international_track_&_field_(u)_[c][!]
MBC5,2048,8,Yes,-,espn_national_hockey_night_(u)_[c][!]
MBC5,2048,32,Yes,-,estpolis_denki_-_yomigaeru_densetsu_(j)_[c][!]
MBC5,1024,8,Yes,-,european_super_league_(e)_(m5)_[c][!]
MBC5,2048,-,-,-,evel_knievel_(e)_(m7)_[c][!]
MBC1,256,-,-,-,exchanger_(j)_[s]
ROM,32,-,-,-,explosive_brick_'94_(sachen)_[!]
MBC1,128,-,-,-,extra_bases!_(u)_[!]
MBC5,1024,-,-,-,extreme_ghostbusters_(e)_(m6)_[c][!]
MBC5,1024,-,-,-,extreme_sports_with_the_berenstain_bears_(u)_(m5)_[c][!]
MBC5,1024,-,-,-,"f.a._premier_league_stars_2001,_the_(u)_[c][!]"
MBC1,64,-,-,-,f-1_boy_(j)_[!]
MBC5,2048,-,-,-,f1_championship_season_2000_(e)_(m5)_[c][!]
MBC2,128,-,Yes,-,f-1_race_(jue)_(v1.0)_[!]
MBC2,128,-,Yes,-,f-1_race_(jue)_(v1.1)_[!]
MBC5,4096,8,Yes,-,f-1_racing_championship_(e)_(m5)_(beta)_[c][!]
MBC5,4096,8,Yes,-,f-1_racing_championship_(e)_(m5)_[c][!]
MBC1,128,-,-,-,f-1_spirit_(j)_[!]
MBC5,2048,8,Yes,-,f-1_world_grand_prix_(u)_(m4)_[c][!]
MBC5,1024,8,Yes,-,f-1_world_grand_prix_ii_(e)_(m4)_[c][!]
MBC5,1024,8,Yes,-,f-1_world_grand_prix_ii_(j)_(m2)_[c][!]
MBC1,128,-,-,-,f-15_strike_eagle_(u)_[!]
MBC5,1024,-,-,-,f-18_thunder_strike_(u)_[c][!]
MBC1,128,-,-,-,faceball_2000_(u)_[!]
MBC5,1024,8,Yes,-,fairy_kitty_no_kaiun_jiten_-_yousei_no_kuni_no_uranai_shugyou_(j)_[c][!]
MBC1,128,-,-,-,fairy_tale's_club_(j)
MBC1,128,-,-,-,family_jockey_(j)
MBC1,128,8,Yes,-,family_jockey_2_(j)
MBC1,128,-,-,-,famista_(j)
MBC1,128,-,-,-,famista_2_(j)
MBC1,256,8,Yes,-,famista_3_(j)
MBC2,128,-,Yes,-,fastest_lap_(ju)_[!]
MBC1,128,-,-,-,felix_the_cat_(u)
MBC1,128,-,-,-,ferrari_-_grand_prix_challenge_(j)
MBC1,128,-,-,-,ferrari_-_grand_prix_challenge_(u)_[!]
MBC5,1024,8,Yes,-,ferret_monogatari_(j)_[c][!]
MBC1,256,-,-,-,"fidgetts,_the_(j)"
MBC1,256,-,-,-,"fidgetts,_the_(ue)_(m7)_[!]"
MBC5,1024,-,-,-,fifa_2000_(u)_[c][!]
MBC1,512,-,-,-,fifa_international_soccer_(u)_(m4)_[s]
MBC1,512,-,-,-,fifa_soccer_'96_(ue)_(m4)_[s][!]
MBC1,512,-,-,-,fifa_soccer_'97_(u)_[s][!]
MBC1,512,-,-,-,fifa_soccer_'98_-_road_to_the_world_cup_(u)_[s]
MBC1,128,-,-,-,fighting_simulator_2in1_-_flying_warriors_(u)_[!]
MBC1,512,8,Yes,-,final_fantasy_4_(unl)
MBC2,256,-,Yes,-,final_fantasy_adventure_(u)_[!]
MBC2,128,-,Yes,-,"final_fantasy_legend,_the_(u)_[!]"
MBC1,256,8,Yes,-,final_fantasy_legend_ii_(u)_[!]
MBC1,256,8,Yes,-,final_fantasy_legend_iii_(u)_[!]
MBC1,64,-,-,-,final_reverse_(j)
MBC1,64,-,-,-,fire_dragon_(unl)
MBC1,128,-,-,-,fire_fighter_(u)
MBC1,64,-,-,-,fish_dude_(u)
MBC5,4096,8,Yes,-,"fish_files,_the_(e)_(m5)_[c]"
MBC1,128,-,-,-,fist_of_the_north_star_(u)_[!]
MBC5,1024,-,-,-,fix_&_foxi_-_episode_1_lupo_(e)_(m3)_[c][!]
ROM,32,-,-,-,flappy_special_(j)
MBC1,128,-,-,-,"flash,_the_(u)_[!]"
MBC1,256,8,Yes,-,fleet_commander_vs_(j)
MBC1,256,-,-,-,"flintstones,_the_(u)_[!]"
MBC5,1024,-,-,-,"flintstones,_the_-_burgertime_in_bedrock_(e)_(m5)_[c][!]"
MBC5,1024,-,-,-,"flintstones,_the_-_burgertime_in_bedrock_(u)_[c][!]"
MBC1,128,-,-,-,"flintstones,_the_-_king_rock_treasure_island_(u)"
MBC5,1024,-,-,-,flipper_&_lopaka_(e)_(m10)_[c][!]
ROM,32,-,-,-,flipull_(j)
ROM,32,-,-,-,flipull_(u)_[!]
MBC1,128,-,-,-,football_international_(u)
MBC5,1024,-,-,-,force_21_(u)_(m3)_[c][!]
MBC1,256,-,-,-,foreman_for_real_(j)
MBC1,256,-,-,-,foreman_for_real_(u)_[!]
MBC5,1024,8,Yes,-,formula_one_2000_(u)_[c][!]
MBC5,1024,-,-,-,fort_boyard_(e)_(m7)_[c][!]
MBC1,128,-,-,-,fortified_zone_(u)
MBC1,512,-,-,-,frank_thomas'_big_hurt_baseball_(u)_[!]
MBC1,64,32,-,-,freme_tuner_(u)_[c]
MBC1,64,32,-,-,freme_tuner_(u)_[c][a1]
MBC1,128,-,-,-,frisky_tom_(j)_[s]
MBC5,512,-,-,-,frogger_(e)_(m6)_[c][!]
MBC5,1024,-,-,-,frogger_(u)_[c][!]
MBC5,1024,8,Yes,-,frogger_2_(u)_[c][!]
MBC5,4096,32,Yes,-,from_tv_animation_one_piece_-_maboroshi_no_grand_line_boukenki!_(j)_[c][!]
MBC5,4096,8,Yes,-,from_tv_animation_one_piece_-_yume_no_luffy_kaizokudan_tanjou!_(j)_[c][!]
MBC1,256,-,-,-,from_tv_animation_slam_dunk_-_gakeppuchi_no_kesshou_league_(j)_[s][!]
MBC1,512,-,-,-,from_tv_animation_slam_dunk_2_-_zenkoku_heno_tip_off_(j)_[s][!]
MBC1,64,8,Yes,-,frommer's_personal_organizer_(u)
MBC1,256,-,-,-,frommer's_travel_guide_(u)_[!]
MBC5,1024,-,-,-,front_line_-_the_next_mission_(j)_[c][!]
MBC5,1024,8,Yes,-,front_row_(j)_[c][!]
MBC5,1024,32,Yes,-,funk_the_9_ball_(j)_[c][!]
MBC1,64,-,-,-,funny_field_(j)
MBC1,64,-,-,-,fushigi_na_blobby_-_princess_blob_o_tsukue!_(j)
MBC1,512,32,Yes,-,fushigi_no_dungeon_-_fuurai_no_shiren_gb_(j)_[s]
MBC5,4096,32,Yes,-,fushigi_no_dungeon_-_fuurai_no_shiren_gb2_-_sabaku_no_majou_(j)_[c][!]
MBC1,64,8,Yes,-,g1_king_-_3_biki_no_yosouya_(j)
MBC5,2048,8,Yes,-,gaiamaster_duel_-_card_attackers_(j)_[c][!]
MBC5,1024,8,Yes,-,gakkyuu_ou_yamazaki_(j)_[c][!]
MBC1,128,-,-,-,galaga_&_galaxian_(e)_[s][!]
MBC1,128,-,-,-,galaga_&_galaxian_(j)_[s]
MBC1,128,-,-,-,galaga_&_galaxian_(u)_[s]
MBC5,1024,-,-,-,galaga_-_destination_earth_(u)_[c][!]
MBC1,256,8,Yes,-,game_&_watch_gallery_(e)_[s][!]
MBC1,256,8,Yes,-,game_&_watch_gallery_(u)_(v1.0)_[s]
MBC1,256,8,Yes,-,game_&_watch_gallery_(u)_(v1.1)_[s][!]
MBC1,512,8,Yes,-,game_&_watch_gallery_2_(j)_[s]
MBC5,1024,8,Yes,-,game_&_watch_gallery_2_(u)_[s]
MBC5,1024,8,Yes,-,game_&_watch_gallery_2_(ue)_[c][!]
MBC5,1024,8,Yes,-,game_&_watch_gallery_3_(ue)_[c][!]
MBC5,1024,-,-,-,game_conveni_21_(j)_[c][!]
ROM,8,-,-,-,game_genie_v1.17_bios
ROM,32,-,-,-,"game_of_harmony,_the_(u)"
MBC1,128,-,-,-,game_shark_bios
CAMERA,1024,128,Yes,-,gameboy_camera_(ue)_[s][!]
CAMERA,1024,128,Yes,-,gameboy_camera_gold_-_zelda_edition_(u)_[s]
MBC5,512,-,-,-,gameboy_color_promotional_demo_(j)_[c]
MBC1,256,8,Yes,-,gameboy_gallery_(j)_[s]
MBC1,128,-,-,-,gameboy_gallery_(u)_[s]
MBC1,256,8,Yes,-,gameboy_gallery_2_(a)_[s][!]
MBC5,1024,8,Yes,-,gameboy_gallery_3_(a)_[c][!]
MBC5,1024,8,Yes,-,gameboy_gallery_3_(j)_[c][!]
MBC1,32,-,-,-,gameboy_smart_card_(ccl_copier)_(unl)_[s]
MBC1,256,8,Yes,-,gameboy_wars_(j)
MBC5,1024,32,Yes,-,gameboy_wars_2_(j)_[c][!]
MBC5,1024,32,Yes,-,gameboy_wars_2_(j)_[c][a1][!]
MBC5,1024,128,Yes,-,gameboy_wars_3_(j)_[c][!]
MBC1,512,32,Yes,-,gameboy_wars_turbo_(j)_[s]
MBC1,256,32,Yes,-,gameboy_wars_turbo_(j)_[s][a1]
MBC1,256,-,-,-,gamera_-_daikai_jukuchuu_kessen_(j)_[s]
MBC5,1024,-,-,-,games_frenzy_(e)_(m3)_[c][!]
MBC1,256,-,-,-,ganbare_goemon_(j)
MBC5,1024,8,Yes,-,ganbare_goemon_-_hoshizorashi_dynamites_arawaru!!_(j)_[c][!]
MBC5,2048,8,Yes,-,ganbare_goemon_-_mononoke_douchuu_tobisuise_nabebugyou!_(j)_[c][!]
MBC5,1024,8,Yes,-,ganbare_goemon_-_tengutou_no_gyakushuu_(j)_[c][!]
MBC1,256,8,Yes,-,ganbare_goemon_2_(j)_[s]
MBC1,128,-,-,-,ganbaruga_(j)
